observations,r1,r2
14790,,
14791,,
14792,,
14793,,
14794,,
14795,,
14796,,
14797,,
14798,,
14799,,
148,-0.3183072489385533,-0.3255116989414503
1480,-2.4406947052375934,-1.07046907125744
14800,,
14801,,
14802,,
14803,,
14804,,
14805,,
14806,,
14807,,
14808,,
14809,,
1481,-0.3154667276682258,-0.5310485270106863
14810,,
14811,,
14812,,
14813,,
14814,,
14815,,
14816,,
14817,,
14818,,
14819,,
1482,-0.39867590798046315,0.07873111946132084
14820,,
14821,,
14822,,
14823,,
14824,,
14825,,
14826,,
14827,,
14828,,
14829,,
1483,-0.8428213626307502,0.06859294919838865
14830,,
14831,,
14832,,
14833,,
14834,,
14835,,
14836,,
14837,,
14838,,
14839,,
1484,-0.48733999412117635,-0.09725490427741582
14840,,
14841,,
14842,,
14843,,
14844,,
14845,,
14846,,
14847,,
14848,,
14849,,
1485,-1.0703137707681312,0.006391448610036696
14850,,
14851,,
14852,,
14853,,
14854,,
14855,,
14856,,
14857,,
14858,,
14859,,
1486,-0.7445879893733359,-0.1361341639470562
14860,,
14861,,
14862,,
14863,,
14864,,
14865,,
14866,,
14867,,
14868,,
14869,,
1487,-0.3197282416643761,0.07685772120512514
14870,,
14871,,
14872,,
14873,,
14874,,
14875,,
14876,,
14877,,
14878,,
14879,,
1488,-0.321289741679048,0.050260453361526375
14880,,
14881,,
14882,,
14883,,
14884,,
14885,,
14886,,
14887,,
14888,,
14889,,
1489,-0.32065402847303465,-0.17675959219082216
14890,,
14891,,
14892,,
14893,,
14894,,
14895,,
14896,,
14897,,
14898,,
14899,,
149,-0.3517923103752901,-0.00535060381635892
1490,-0.3178631114714583,-0.8003930176270834
14900,,
14901,,
14902,,
14903,,
14904,,
14905,,
14906,,
14907,,
14908,,
14909,,
1491,-0.33306171735031315,-0.1804513699933717
14910,,
14911,,
14912,,
14913,,
14914,,
14915,,
14916,,
14917,,
14918,,
14919,,
1492,-0.3349529620320936,-0.8924146917654092
14920,,
14921,,
14922,,
14923,,
14924,,
14925,,
14926,,
14927,,
14928,,
14929,,
1493,-0.7110454153163088,0.049542398350093976
14930,,
14931,,
14932,,
14933,,
14934,,
14935,,
14936,,
14937,,
14938,,
14939,,
1494,-1.1204828006386836,-0.22018473156024215
14940,,
14941,,
14942,,
14943,,
14944,,
14945,,
14946,,
14947,,
14948,,
14949,,
1495,-0.4979762410701506,0.07462195540119503
14950,,
14951,,
14952,,
14953,,
14954,,
14955,,
14956,,
14957,,
14958,,
14959,,
1496,-0.36252238316169955,0.06701648653703257
14960,,
14961,,
14962,,
14963,,
14964,,
14965,,
14966,,
14967,,
14968,,
14969,,
1497,-0.5440731935519362,-0.16995522257714807
14970,,
14971,,
14972,,
14973,,
14974,,
14975,,
14976,,
14977,,
14978,,
14979,,
1498,-0.8889808432284009,-0.33565531328386056
14980,,
14981,,
14982,,
14983,,
14984,,
14985,,
14986,,
14987,,
14988,,
14989,,
1499,-0.8586527914087829,-0.28755506915167817
14990,,
14991,,
14992,,
14993,,
14994,,
14995,,
14996,,
14997,,
14998,,
14999,,
15,-0.33978255437214083,0.00948942631914064
150,-0.3138721015509626,-0.3823082707900486
1500,-0.43740675650590305,0.07710406380533126
15000,,
15001,,
15002,,
15003,,
15004,,
15005,,
15006,,
15007,,
15008,,
15009,,
1501,-0.3488579195291505,0.06475242341288483
15010,,
15011,,
15012,,
15013,,
15014,,
15015,,
15016,,
15017,,
15018,,
15019,,
1502,-0.6311406675085932,-3.471117610816843
15020,,
15021,,
15022,,
15023,,
15024,,
15025,,
15026,,
15027,,
15028,,
15029,,
1503,-0.6029294865807654,0.061352147839525556
15030,,
15031,,
15032,,
15033,,
15034,,
15035,,
15036,,
15037,,
15038,,
15039,,
1504,-0.9266431805645483,-1.2145812080999314
15040,,
15041,,
15042,,
15043,,
15044,,
15045,,
15046,,
15047,,
15048,,
15049,,
1505,-0.3392360387759737,0.05203571185896992
15050,,
15051,,
15052,,
15053,,
15054,,
15055,,
15056,,
15057,,
15058,,
15059,,
1506,-0.3186765042187967,0.08055275824679876
15060,,
15061,,
15062,,
15063,,
15064,,
15065,,
15066,,
15067,,
15068,,
15069,,
1507,-0.4528867044288366,-0.29659635894185726
15070,,
15071,,
15072,,
15073,,
15074,,
15075,,
15076,,
15077,,
15078,,
15079,,
1508,-0.5881292960002842,-0.6655505313892779
15080,,
15081,,
15082,,
15083,,
15084,,
15085,,
15086,,
15087,,
15088,,
15089,,
1509,-2.396575971136957,0.07958509175213568
15090,,
15091,,
15092,,
15093,,
15094,,
15095,,
15096,,
15097,,
15098,,
15099,,
151,-0.35837853914255535,-0.898889523845429
1510,-1.0406211754999122,-0.18564145015902644
15100,,
15101,,
15102,,
15103,,
15104,,
15105,,
15106,,
15107,,
15108,,
15109,,
1511,-0.5249017594227317,-0.7667946013742803
15110,,
15111,,
15112,,
15113,,
15114,,
15115,,
15116,,
15117,,
15118,,
15119,,
1512,-0.3406636593179302,-0.22070424297846464
15120,,
15121,,
15122,,
15123,,
15124,,
15125,,
15126,,
15127,,
15128,,
15129,,
1513,-0.36741407504465745,-0.02517226033082806
15130,,
15131,,
15132,,
15133,,
15134,,
15135,,
15136,,
15137,,
15138,,
15139,,
1514,-0.31372732538602105,-0.6554283601592268
15140,,
15141,,
15142,,
15143,,
15144,,
15145,,
15146,,
15147,,
15148,,
15149,,
1515,-0.9051642272166874,0.07988505099282038
15150,,
15151,,
15152,,
15153,,
15154,,
15155,,
15156,,
15157,,
15158,,
15159,,
1516,-0.44167793388995813,-0.7861219906271615
15160,,
15161,,
15162,,
15163,,
15164,,
15165,,
15166,,
15167,,
15168,,
15169,,
1517,-0.32651009576809603,-0.47120546865456947
15170,,
15171,,
15172,,
15173,,
15174,,
15175,,
15176,,
15177,,
15178,,
15179,,
1518,-1.6601940923293619,-0.050401276789502264
15180,,
15181,,
15182,,
15183,,
15184,,
15185,,
15186,,
15187,,
15188,,
15189,,
1519,-0.4695529412473217,-0.5360654672740693
15190,,
15191,,
15192,,
15193,,
15194,,
15195,,
15196,,
15197,,
15198,,
15199,,
152,-1.9777036157023418,-0.45952191075028126
1520,-1.8281860798689658,-0.19970988864281003
15200,,
15201,,
15202,,
15203,,
15204,,
15205,,
15206,,
15207,,
15208,,
15209,,
1521,-0.3175972880346775,-1.08303766279777
15210,,
15211,,
15212,,
15213,,
15214,,
15215,,
15216,,
15217,,
15218,,
15219,,
1522,-0.6192312995680691,-0.012226978221525756
15220,,
15221,,
15222,,
15223,,
15224,,
15225,,
15226,,
15227,,
15228,,
15229,,
1523,-0.4904783345291067,-1.7277840477964914
15230,,
15231,,
15232,,
15233,,
15234,,
15235,,
15236,,
15237,,
15238,,
15239,,
1524,-0.3782192811732136,-2.178828433869483
15240,,
15241,,
15242,,
15243,,
15244,,
15245,,
15246,,
15247,,
15248,,
15249,,
1525,-0.31502882150490663,-0.1141131847228613
15250,,
15251,,
15252,,
15253,,
15254,,
15255,,
15256,,
15257,,
15258,,
15259,,
1526,-0.4322096975285185,-1.366628148190254
15260,,
15261,,
15262,,
15263,,
15264,,
15265,,
15266,,
15267,,
15268,,
15269,,
1527,-1.0079789183452816,0.06806193024524308
15270,,
15271,,
15272,,
15273,,
15274,,
15275,,
15276,,
15277,,
15278,,
15279,,
1528,-0.3136603697476819,0.04070524658234229
15280,,
15281,,
15282,,
15283,,
15284,,
15285,,
15286,,
15287,,
15288,,
15289,,
1529,-0.38714577021426627,-0.36741579262642554
15290,,
15291,,
15292,,
15293,,
15294,,
15295,,
15296,,
15297,,
15298,,
15299,,
153,-0.38193055733865044,0.07777345444365762
1530,-1.0997401662950534,-0.28790591860899617
15300,,
15301,,
15302,,
15303,,
15304,,
15305,,
15306,,
15307,,
15308,,
15309,,
1531,-0.31330024542992796,-0.18339045087179362
15310,,
15311,,
15312,,
15313,,
15314,,
15315,,
15316,,
15317,,
15318,,
15319,,
1532,-0.7208280661978061,0.006427797224990692
15320,,
15321,,
15322,,
15323,,
15324,,
15325,,
15326,,
15327,,
15328,,
15329,,
1533,-6.346919685385554,-0.10972730452799159
15330,,
15331,,
15332,,
15333,,
15334,,
15335,,
15336,,
15337,,
15338,,
15339,,
1534,-0.3892393355264396,0.07546125368766711
15340,,
15341,,
15342,,
15343,,
15344,,
15345,,
15346,,
15347,,
15348,,
15349,,
1535,-0.7069301304752658,0.06757574980788558
15350,,
15351,,
15352,,
15353,,
15354,,
15355,,
15356,,
15357,,
15358,,
15359,,
1536,-1.0233614130720365,-0.036286059693594996
15360,,
15361,,
15362,,
15363,,
15364,,
15365,,
15366,,
15367,,
15368,,
15369,,
1537,-0.34746397845978005,-0.4418095515312356
15370,,
15371,,
15372,,
15373,,
15374,,
15375,,
15376,,
15377,,
15378,,
15379,,
1538,-0.6572599255456355,0.03470246742801945
15380,,
15381,,
15382,,
15383,,
15384,,
15385,,
15386,,
15387,,
15388,,
15389,,
1539,-3.6600718260986564,-0.388308544986484
15390,,
15391,,
15392,,
15393,,
15394,,
15395,,
15396,,
15397,,
15398,,
15399,,
154,-0.5370329200290866,-1.115620605074167
1540,-0.3385860367119829,0.044407125419089116
15400,,
15401,,
15402,,
15403,,
15404,,
15405,,
15406,,
15407,,
15408,,
15409,,
1541,-0.3135389739363246,-2.3221668650365213
15410,,
15411,,
15412,,
15413,,
15414,,
15415,,
15416,,
15417,,
15418,,
15419,,
1542,-0.5341003901211794,-1.2106707979860636
15420,,
15421,,
15422,,
15423,,
15424,,
15425,,
15426,,
15427,,
15428,,
15429,,
1543,-0.4441862148235266,-0.9137230449761315
15430,,
15431,,
15432,,
15433,,
15434,,
15435,,
15436,,
15437,,
15438,,
15439,,
1544,-0.3320683194510782,-0.09817719249992676
15440,,
15441,,
15442,,
15443,,
15444,,
15445,,
15446,,
15447,,
15448,,
15449,,
1545,-0.31851156039019535,0.006353890511652596
15450,,
15451,,
15452,,
15453,,
15454,,
15455,,
15456,,
15457,,
15458,,
15459,,
1546,-0.39971743540453897,0.07929669811415095
15460,,
15461,,
15462,,
15463,,
15464,,
15465,,
15466,,
15467,,
15468,,
15469,,
1547,-0.3256066552855959,-1.7751630891147148
15470,,
15471,,
15472,,
15473,,
15474,,
15475,,
15476,,
15477,,
15478,,
15479,,
1548,-0.4194989945924203,-0.0969096260546782
15480,,
15481,,
15482,,
15483,,
15484,,
15485,,
15486,,
15487,,
15488,,
15489,,
1549,-0.9650934912709104,-0.10887716291136926
15490,,
15491,,
15492,,
15493,,
15494,,
15495,,
15496,,
15497,,
15498,,
15499,,
155,-0.5662190789300834,0.07917949201965
1550,-0.4367873054222437,0.07723630127441519
15500,,
15501,,
15502,,
15503,,
15504,,
15505,,
15506,,
15507,,
15508,,
15509,,
1551,-0.31386236496905845,-0.02153791378256331
15510,,
15511,,
15512,,
15513,,
15514,,
15515,,
15516,,
15517,,
15518,,
15519,,
1552,-0.5649865635731003,-0.35697411320040184
15520,,
15521,,
15522,,
15523,,
15524,,
15525,,
15526,,
15527,,
15528,,
15529,,
1553,-0.4232576893138398,0.08052488307887117
15530,,
15531,,
15532,,
15533,,
15534,,
15535,,
15536,,
15537,,
15538,,
15539,,
1554,-0.3400035630422192,0.009331127890515725
15540,,
15541,,
15542,,
15543,,
15544,,
15545,,
15546,,
15547,,
15548,,
15549,,
1555,-0.6213723864029121,-0.6669237143702477
15550,,
15551,,
15552,,
15553,,
15554,,
15555,,
15556,,
15557,,
15558,,
15559,,
1556,-0.8950830139892328,-0.01685117020146376
15560,,
15561,,
15562,,
15563,,
15564,,
15565,,
15566,,
15567,,
15568,,
15569,,
1557,-1.9097590534817144,0.07485363964263744
15570,,
15571,,
15572,,
15573,,
15574,,
15575,,
15576,,
15577,,
15578,,
15579,,
1558,-1.8083944514589971,-2.5923308811938366
15580,,
15581,,
15582,,
15583,,
15584,,
15585,,
15586,,
15587,,
15588,,
15589,,
1559,-0.5729660683623683,-1.5600732032845683
15590,,
15591,,
15592,,
15593,,
15594,,
15595,,
15596,,
15597,,
15598,,
15599,,
156,-0.6187379951220684,-1.9496172477175269
1560,-1.1527459536295424,-0.28795467700368027
15600,,
15601,,
15602,,
15603,,
15604,,
15605,,
15606,,
15607,,
15608,,
15609,,
1561,-0.5086508572994918,-0.13498398863812958
15610,,
15611,,
15612,,
15613,,
15614,,
15615,,
15616,,
15617,,
15618,,
15619,,
1562,-0.3223248910581552,0.03459234540192704
15620,,
15621,,
15622,,
15623,,
15624,,
15625,,
15626,,
15627,,
15628,,
15629,,
1563,-0.4947723259371697,-0.006283292155045403
15630,,
15631,,
15632,,
15633,,
15634,,
15635,,
15636,,
15637,,
15638,,
15639,,
1564,-0.4637118584838188,-3.3528132516881364
15640,,
15641,,
15642,,
15643,,
15644,,
15645,,
15646,,
15647,,
15648,,
15649,,
1565,-1.7800585625725251,0.07234091833958342
15650,,
15651,,
15652,,
15653,,
15654,,
15655,,
15656,,
15657,,
15658,,
15659,,
1566,-0.44509931193175684,-1.160918292344915
15660,,
15661,,
15662,,
15663,,
15664,,
15665,,
15666,,
15667,,
15668,,
15669,,
1567,-0.9197185240455007,-0.05121984959616244
15670,,
15671,,
15672,,
15673,,
15674,,
15675,,
15676,,
15677,,
15678,,
15679,,
1568,-0.8446313694401358,0.036143389798485366
15680,,
15681,,
15682,,
15683,,
15684,,
15685,,
15686,,
15687,,
15688,,
15689,,
1569,-2.077589016331162,-0.3036815219746961
15690,,
15691,,
15692,,
15693,,
15694,,
15695,,
15696,,
15697,,
15698,,
15699,,
157,-0.3798379973436576,-2.414894655888789
1570,-0.7673132920269812,0.052984271682403584
15700,,
15701,,
15702,,
15703,,
15704,,
15705,,
15706,,
15707,,
15708,,
15709,,
1571,-0.4310403164531261,0.041223949497584414
15710,,
15711,,
15712,,
15713,,
15714,,
15715,,
15716,,
15717,,
15718,,
15719,,
1572,-2.8922477677417056,-2.8178626992101234
15720,,
15721,,
15722,,
15723,,
15724,,
15725,,
15726,,
15727,,
15728,,
15729,,
1573,-1.8501228836780772,-2.318270167760584
15730,,
15731,,
15732,,
15733,,
15734,,
15735,,
15736,,
15737,,
15738,,
15739,,
1574,-1.440001295856801,-0.10612425634430428
15740,,
15741,,
15742,,
15743,,
15744,,
15745,,
15746,,
15747,,
15748,,
15749,,
1575,-0.6822640510500749,-1.0526521860152176
15750,,
15751,,
15752,,
15753,,
15754,,
15755,,
15756,,
15757,,
15758,,
15759,,
1576,-0.5633253917630783,-0.8102318652725545
15760,,
15761,,
15762,,
15763,,
15764,,
15765,,
15766,,
15767,,
15768,,
15769,,
1577,-0.5549749005943401,-0.8090240120078472
15770,,
15771,,
15772,,
15773,,
15774,,
15775,,
15776,,
15777,,
15778,,
15779,,
1578,-0.4798127431142989,0.0656723341042289
15780,,
15781,,
15782,,
15783,,
15784,,
15785,,
15786,,
15787,,
15788,,
15789,,
1579,-1.48024045292925,0.0758396059457474
15790,,
15791,,
15792,,
15793,,
15794,,
15795,,
15796,,
15797,,
15798,,
15799,,
158,-3.0116169826097514,0.07444413607794702
1580,-0.3433584068454232,0.03300654722348898
15800,,
15801,,
15802,,
15803,,
15804,,
15805,,
15806,,
15807,,
15808,,
15809,,
1581,-1.3528375505926193,0.044535569465994726
15810,,
15811,,
15812,,
15813,,
15814,,
15815,,
15816,,
15817,,
15818,,
15819,,
1582,-1.2692624454245234,-0.019261680612254625
15820,,
15821,,
15822,,
15823,,
15824,,
15825,,
15826,,
15827,,
15828,,
15829,,
1583,-0.3191846458499834,-0.05579140483872436
15830,,
15831,,
15832,,
15833,,
15834,,
15835,,
15836,,
15837,,
15838,,
15839,,
1584,-1.8498327016942924,0.07531220177332013
15840,,
15841,,
15842,,
15843,,
15844,,
15845,,
15846,,
15847,,
15848,,
15849,,
1585,-0.534800147611773,-0.016827803090040727
15850,,
15851,,
15852,,
15853,,
15854,,
15855,,
15856,,
15857,,
15858,,
15859,,
1586,-0.3781562151707124,0.026443111316553983
15860,,
15861,,
15862,,
15863,,
15864,,
15865,,
15866,,
15867,,
15868,,
15869,,
1587,-0.5332151404912329,-0.32144725032815724
15870,,
15871,,
15872,,
15873,,
15874,,
15875,,
15876,,
15877,,
15878,,
15879,,
1588,-0.6120448859622362,-9.406191457139723e-05
15880,,
15881,,
15882,,
15883,,
15884,,
15885,,
15886,,
15887,,
15888,,
15889,,
1589,-2.4156297135021534,-0.7102792865985221
15890,,
15891,,
15892,,
15893,,
15894,,
15895,,
15896,,
15897,,
15898,,
15899,,
159,-0.3150922843016694,-0.17260813149969972
1590,-0.47486626080619454,-0.3673241906081152
15900,,
15901,,
15902,,
15903,,
15904,,
15905,,
15906,,
15907,,
15908,,
15909,,
1591,-0.44650368087785786,-0.08453835916280394
15910,,
15911,,
15912,,
15913,,
15914,,
15915,,
15916,,
15917,,
15918,,
15919,,
1592,-0.31345076247688214,-0.13284532965637605
15920,,
15921,,
15922,,
15923,,
15924,,
15925,,
15926,,
15927,,
15928,,
15929,,
1593,-0.3599549907679402,-0.2308182601234814
15930,,
15931,,
15932,,
15933,,
15934,,
15935,,
15936,,
15937,,
15938,,
15939,,
1594,-0.34463785750834036,-0.06586339477675959
15940,,
15941,,
15942,,
15943,,
15944,,
15945,,
15946,,
15947,,
15948,,
15949,,
1595,-0.44410120958990573,-0.457484137607319
15950,,
15951,,
15952,,
15953,,
15954,,
15955,,
15956,,
15957,,
15958,,
15959,,
1596,-1.2301406426298067,-0.25054578607490674
15960,,
15961,,
15962,,
15963,,
15964,,
15965,,
15966,,
15967,,
15968,,
15969,,
1597,-0.688179621235765,-0.15767438796185856
15970,,
15971,,
15972,,
15973,,
15974,,
15975,,
15976,,
15977,,
15978,,
15979,,
1598,-1.1657561357882509,-1.8239282488704256
15980,,
15981,,
15982,,
15983,,
15984,,
15985,,
15986,,
15987,,
15988,,
15989,,
1599,-0.5211842014022481,0.035017943955752286
15990,,
15991,,
15992,,
15993,,
15994,,
15995,,
15996,,
15997,,
15998,,
15999,,
16,-0.3154146662291534,-0.30319049007953147
160,-0.4872286758851605,-0.35419319340798827
1600,-0.7009969009998248,-1.6149822643369567
16000,,
16001,,
16002,,
16003,,
16004,,
16005,,
16006,,
16007,,
16008,,
16009,,
1601,-0.4700341493418215,-0.28369028219609904
16010,,
16011,,
16012,,
16013,,
16014,,
16015,,
16016,,
16017,,
16018,,
16019,,
1602,-0.31421637068614994,0.07020584546616279
16020,,
16021,,
16022,,
16023,,
16024,,
16025,,
16026,,
16027,,
16028,,
16029,,
1603,-0.33712432433628553,0.06768422039523794
16030,,
16031,,
16032,,
16033,,
16034,,
16035,,
16036,,
16037,,
16038,,
16039,,
1604,-0.8658652818036994,-2.3965727411962394
16040,,
16041,,
16042,,
16043,,
16044,,
16045,,
16046,,
16047,,
16048,,
16049,,
1605,-0.624404868897547,-0.4781782463629941
16050,,
16051,,
16052,,
16053,,
16054,,
16055,,
16056,,
16057,,
16058,,
16059,,
1606,-0.4370661361795785,0.021813622019852097
16060,,
16061,,
16062,,
16063,,
16064,,
16065,,
16066,,
16067,,
16068,,
16069,,
1607,-0.7106806305071612,-3.933104021366092
16070,,
16071,,
16072,,
16073,,
16074,,
16075,,
16076,,
16077,,
16078,,
16079,,
1608,-0.31544613484133827,-0.12557738931063284
16080,,
16081,,
16082,,
16083,,
16084,,
16085,,
16086,,
16087,,
16088,,
16089,,
1609,-0.654636056816074,-1.039303874723282
16090,,
16091,,
16092,,
16093,,
16094,,
16095,,
16096,,
16097,,
16098,,
16099,,
161,-0.5779296260998484,0.034600250755073524
1610,-0.3147451761939319,-0.04457415734531475
16100,,
16101,,
16102,,
16103,,
16104,,
16105,,
16106,,
16107,,
16108,,
16109,,
1611,-0.6875952048309304,0.040084591055473
16110,,
16111,,
16112,,
16113,,
16114,,
16115,,
16116,,
16117,,
16118,,
16119,,
1612,-2.9285122303998508,-0.9707712007853195
16120,,
16121,,
16122,,
16123,,
16124,,
16125,,
16126,,
16127,,
16128,,
16129,,
1613,-0.3790839961973046,0.01439809649508908
16130,,
16131,,
16132,,
16133,,
16134,,
16135,,
16136,,
16137,,
16138,,
16139,,
1614,-0.32306553975237134,-2.0057671638551335
16140,,
16141,,
16142,,
16143,,
16144,,
16145,,
16146,,
16147,,
16148,,
16149,,
1615,-0.3843679663997267,-0.06622806150585206
16150,,
16151,,
16152,,
16153,,
16154,,
16155,,
16156,,
16157,,
16158,,
16159,,
1616,-0.3598087735247506,-0.1439251717730411
16160,,
16161,,
16162,,
16163,,
16164,,
16165,,
16166,,
16167,,
16168,,
16169,,
1617,-0.6215944218088263,0.045655644254997275
16170,,
16171,,
16172,,
16173,,
16174,,
16175,,
16176,,
16177,,
16178,,
16179,,
1618,-3.520371940681467,-1.876573932262779
16180,,
16181,,
16182,,
16183,,
16184,,
16185,,
16186,,
16187,,
16188,,
16189,,
1619,-1.64633335617853,-1.32147186301941
16190,,
16191,,
16192,,
16193,,
16194,,
16195,,
16196,,
16197,,
16198,,
16199,,
162,-0.4628613460840352,-0.18575230338613358
1620,-0.322822237855157,-0.7462565193558224
16200,,
16201,,
16202,,
16203,,
16204,,
16205,,
16206,,
16207,,
16208,,
16209,,
1621,-4.040936847037714,-0.2111492432562304
16210,,
16211,,
16212,,
16213,,
16214,,
16215,,
16216,,
16217,,
16218,,
16219,,
1622,-0.43154314136984195,0.05964650055974534
16220,,
16221,,
16222,,
16223,,
16224,,
16225,,
16226,,
16227,,
16228,,
16229,,
1623,-1.3170069103301318,-0.3958143175536081
16230,,
16231,,
16232,,
16233,,
16234,,
16235,,
16236,,
16237,,
16238,,
16239,,
1624,-0.3492300521655477,-0.20453797052734074
16240,,
16241,,
16242,,
16243,,
16244,,
16245,,
16246,,
16247,,
16248,,
16249,,
1625,-0.8047325068420008,0.0238331313817415
16250,,
16251,,
16252,,
16253,,
16254,,
16255,,
16256,,
16257,,
16258,,
16259,,
1626,-0.9266779205185006,-0.867687619598905
16260,,
16261,,
16262,,
16263,,
16264,,
16265,,
16266,,
16267,,
16268,,
16269,,
1627,-1.27878481532862,-2.7291618611202586
16270,,
16271,,
16272,,
16273,,
16274,,
16275,,
16276,,
16277,,
16278,,
16279,,
1628,-0.7595630309681053,0.05741854430677541
16280,,
16281,,
16282,,
16283,,
16284,,
16285,,
16286,,
16287,,
16288,,
16289,,
1629,-0.9097781706343492,-0.1505815073044135
16290,,
16291,,
16292,,
16293,,
16294,,
16295,,
16296,,
16297,,
16298,,
16299,,
163,-1.061629608823508,-0.07506805570539712
1630,-0.3504005477180799,-0.2887212839763493
16300,,
16301,,
16302,,
16303,,
16304,,
16305,,
16306,,
16307,,
16308,,
16309,,
1631,-0.49866609570425424,0.031173449716782653
16310,,
16311,,
16312,,
16313,,
16314,,
16315,,
16316,,
16317,,
16318,,
16319,,
1632,-0.318079542534051,-0.4343559107228053
16320,,
16321,,
16322,,
16323,,
16324,,
16325,,
16326,,
16327,,
16328,,
16329,,
1633,-1.4707226322646072,-0.19387547113866888
16330,,
16331,,
16332,,
16333,,
16334,,
16335,,
16336,,
16337,,
16338,,
16339,,
1634,-1.2514288915411345,-0.13611650857979368
16340,,
16341,,
16342,,
16343,,
16344,,
16345,,
16346,,
16347,,
16348,,
16349,,
1635,-0.40727760432648413,-0.6083849597339462
16350,,
16351,,
16352,,
16353,,
16354,,
16355,,
16356,,
16357,,
16358,,
16359,,
1636,-1.246713918857781,0.037084272016212845
16360,,
16361,,
16362,,
16363,,
16364,,
16365,,
16366,,
16367,,
16368,,
16369,,
1637,-0.3252524862992423,0.08033422146816607
16370,,
16371,,
16372,,
16373,,
16374,,
16375,,
16376,,
16377,,
16378,,
16379,,
1638,-0.49530487924252764,-0.7695020586024013
16380,,
16381,,
16382,,
16383,,
16384,,
16385,,
16386,,
16387,,
16388,,
16389,,
1639,-0.41699504164117185,-0.631314936246848
16390,,
16391,,
16392,,
16393,,
16394,,
16395,,
16396,,
16397,,
16398,,
16399,,
164,-0.5220071474061493,-0.0695683284511392
1640,-0.762819322270117,0.04082477605531594
16400,,
16401,,
16402,,
16403,,
16404,,
16405,,
16406,,
16407,,
16408,,
16409,,
1641,-1.440067204534433,-0.6135048093060391
16410,,
16411,,
16412,,
16413,,
16414,,
16415,,
16416,,
16417,,
16418,,
16419,,
1642,-0.42922904346512514,-0.2585400000825184
16420,,
16421,,
16422,,
16423,,
16424,,
16425,,
16426,,
16427,,
16428,,
16429,,
1643,-0.3322566207826856,-1.6602387585316334
16430,,
16431,,
16432,,
16433,,
16434,,
16435,,
16436,,
16437,,
16438,,
16439,,
1644,-0.7777183705049424,-0.5953646783097862
16440,,
16441,,
16442,,
16443,,
16444,,
16445,,
16446,,
16447,,
16448,,
16449,,
1645,-0.7271200115977214,-1.7976150172391245
16450,,
16451,,
16452,,
16453,,
16454,,
16455,,
16456,,
16457,,
16458,,
16459,,
1646,-0.37183320560889865,-0.11415669330807285
16460,,
16461,,
16462,,
16463,,
16464,,
16465,,
16466,,
16467,,
16468,,
16469,,
1647,-0.7494422413549664,0.07416896504744071
16470,,
16471,,
16472,,
16473,,
16474,,
16475,,
16476,,
16477,,
16478,,
16479,,
1648,-0.36250926852928655,-0.12484754749450089
16480,,
16481,,
16482,,
16483,,
16484,,
16485,,
16486,,
16487,,
16488,,
16489,,
1649,-0.49816663380014503,0.05575754324853165
16490,,
16491,,
16492,,
16493,,
16494,,
16495,,
16496,,
16497,,
16498,,
16499,,
165,-0.789696789733158,0.06719688135399224
1650,-0.31465797105671967,0.0669638345481447
16500,,
16501,,
16502,,
16503,,
16504,,
16505,,
16506,,
16507,,
16508,,
16509,,
1651,-0.31405283819609525,-0.8777543998367017
16510,,
16511,,
16512,,
16513,,
16514,,
16515,,
16516,,
16517,,
16518,,
16519,,
1652,-0.4341401812224924,-0.21283668700706987
16520,,
16521,,
16522,,
16523,,
16524,,
16525,,
16526,,
16527,,
16528,,
16529,,
1653,-0.3158970764795901,-0.058019126298573864
16530,,
16531,,
16532,,
16533,,
16534,,
16535,,
16536,,
16537,,
16538,,
16539,,
1654,-0.6591731330899309,-0.5221569260994703
16540,,
16541,,
16542,,
16543,,
16544,,
16545,,
16546,,
16547,,
16548,,
16549,,
1655,-0.813475483065453,-0.002262262091484321
16550,,
16551,,
16552,,
16553,,
16554,,
16555,,
16556,,
16557,,
16558,,
16559,,
1656,-0.701402336221978,0.0764137984616149
16560,,
16561,,
16562,,
16563,,
16564,,
16565,,
16566,,
16567,,
16568,,
16569,,
1657,-1.6752128768988306,0.04351037053063477
16570,,
16571,,
16572,,
16573,,
16574,,
16575,,
16576,,
16577,,
16578,,
16579,,
1658,-0.3526614586036125,0.009703984539600655
16580,,
16581,,
16582,,
16583,,
16584,,
16585,,
16586,,
16587,,
16588,,
16589,,
1659,-1.896642862494676,-0.9235237387550145
16590,,
16591,,
16592,,
16593,,
16594,,
16595,,
16596,,
16597,,
16598,,
16599,,
166,-0.3427831706661312,-0.10979045751758784
1660,-0.4492651321548006,-1.6302351902014425
16600,,
16601,,
16602,,
16603,,
16604,,
16605,,
16606,,
16607,,
16608,,
16609,,
1661,-0.5447134876726927,-0.9025570826185296
16610,,
16611,,
16612,,
16613,,
16614,,
16615,,
16616,,
16617,,
16618,,
16619,,
1662,-0.8140733047890492,0.05683648611109035
16620,,
16621,,
16622,,
16623,,
16624,,
16625,,
16626,,
16627,,
16628,,
16629,,
1663,-0.36455469900583276,-0.13784151871326597
16630,,
16631,,
16632,,
16633,,
16634,,
16635,,
16636,,
16637,,
16638,,
16639,,
1664,-0.44270852008759953,0.07786703726455924
16640,,
16641,,
16642,,
16643,,
16644,,
16645,,
16646,,
16647,,
16648,,
16649,,
1665,-0.789672015067239,-0.2505659333111911
16650,,
16651,,
16652,,
16653,,
16654,,
16655,,
16656,,
16657,,
16658,,
16659,,
