observations,r1,r2
15889,,
1589,-2.050530641157032,1.2579470797889953
15890,,
15891,,
15892,,
15893,,
15894,,
15895,,
15896,,
15897,,
15898,,
15899,,
159,0.056425128400244655,-0.7118084601596558
1590,-0.5682299728191345,0.9467084916669265
15900,,
15901,,
15902,,
15903,,
15904,,
15905,,
15906,,
15907,,
15908,,
15909,,
1591,-0.5160219524370202,-0.5751554790458847
15910,,
15911,,
15912,,
15913,,
15914,,
15915,,
15916,,
15917,,
15918,,
15919,,
1592,-0.017832786471203236,0.6538829724540688
15920,,
15921,,
15922,,
15923,,
15924,,
15925,,
15926,,
15927,,
15928,,
15929,,
1593,-0.3052147789370206,-0.7895177860301177
15930,,
15931,,
15932,,
15933,,
15934,,
15935,,
15936,,
15937,,
15938,,
15939,,
1594,0.2491713529709635,-0.5412884761215998
15940,,
15941,,
15942,,
15943,,
15944,,
15945,,
15946,,
15947,,
15948,,
15949,,
1595,0.5114739203680239,-1.037702865269437
15950,,
15951,,
15952,,
15953,,
15954,,
15955,,
15956,,
15957,,
15958,,
15959,,
1596,1.3540780498203593,0.8141212356650265
15960,,
15961,,
15962,,
15963,,
15964,,
15965,,
15966,,
15967,,
15968,,
15969,,
1597,-0.8658959093280746,0.6908118834214808
15970,,
15971,,
15972,,
15973,,
15974,,
15975,,
15976,,
15977,,
15978,,
15979,,
1598,-1.3056639503801106,1.9518089844940736
15980,,
15981,,
15982,,
15983,,
15984,,
15985,,
15986,,
15987,,
15988,,
15989,,
1599,0.6443438918226788,-0.3020439320976667
15990,,
15991,,
15992,,
15993,,
15994,,
15995,,
15996,,
15997,,
15998,,
15999,,
16,0.05991307579177263,-0.8761260433549222
160,-0.589556204077119,0.9327171353342487
1600,0.8803368835345335,1.8415807203675254
16000,,
16001,,
16002,,
16003,,
16004,,
16005,,
16006,,
16007,,
16008,,
16009,,
1601,-0.5598269748115785,0.8539170153064137
16010,,
16011,,
16012,,
16013,,
16014,,
16015,,
16016,,
16017,,
16018,,
16019,,
1602,-0.043002612616712774,-0.14649433920903168
16020,,
16021,,
16022,,
16023,,
16024,,
16025,,
16026,,
16027,,
16028,,
16029,,
1603,-0.21693154864443037,0.16092850598339814
16030,,
16031,,
16032,,
16033,,
16034,,
16035,,
16036,,
16037,,
16038,,
16039,,
1604,1.0509715561004012,2.225850827710834
16040,,
16041,,
16042,,
16043,,
16044,,
16045,,
16046,,
16047,,
16048,,
16049,,
1605,-0.7887211366739784,-1.0573947226447094
16050,,
16051,,
16052,,
16053,,
16054,,
16055,,
16056,,
16057,,
16058,,
16059,,
1606,-0.49724384194744675,-0.34343503561874195
16060,,
16061,,
16062,,
16063,,
16064,,
16065,,
16066,,
16067,,
16068,,
16069,,
1607,0.8914216480743112,-2.833361104674637
16070,,
16071,,
16072,,
16073,,
16074,,
16075,,
16076,,
16077,,
16078,,
16079,,
1608,-0.06504008552974924,-0.6426106778282491
16080,,
16081,,
16082,,
16083,,
16084,,
16085,,
16086,,
16087,,
16088,,
16089,,
1609,0.8260901246412482,1.4967352258915405
16090,,
16091,,
16092,,
16093,,
16094,,
16095,,
16096,,
16097,,
16098,,
16099,,
161,-0.7275042297035262,0.30439852145438195
1610,-0.05108344529653673,-0.50072266018304
16100,,
16101,,
16102,,
16103,,
16104,,
16105,,
16106,,
16107,,
16108,,
16109,,
1611,-0.8651753306150733,-0.2857000569245132
16110,,
16111,,
16112,,
16113,,
16114,,
16115,,
16116,,
16117,,
16118,,
16119,,
1612,2.2869507267965354,-1.45021283586265
16120,,
16121,,
16122,,
16123,,
16124,,
16125,,
16126,,
16127,,
16128,,
16129,,
1613,0.3623820812240228,-0.36443434798034396
16130,,
16131,,
16132,,
16133,,
16134,,
16135,,
16136,,
16137,,
16138,,
16139,,
1614,0.13929240160877868,2.042856195247517
16140,,
16141,,
16142,,
16143,,
16144,,
16145,,
16146,,
16147,,
16148,,
16149,,
1615,-0.37668118243031273,-0.5422773367841779
16150,,
16151,,
16152,,
16153,,
16154,,
16155,,
16156,,
16157,,
16158,,
16159,,
1616,0.3050148035244592,0.6706136189332116
16160,,
16161,,
16162,,
16163,,
16164,,
16165,,
16166,,
16167,,
16168,,
16169,,
1617,0.7848563510237732,0.2644903331286986
16170,,
16171,,
16172,,
16173,,
16174,,
16175,,
16176,,
16177,,
16178,,
16179,,
1618,-2.5324897088745413,1.9784751017415527
16180,,
16181,,
16182,,
16183,,
16184,,
16185,,
16186,,
16187,,
16188,,
16189,,
1619,-1.6327955983947788,1.6747400675472501
16190,,
16191,,
16192,,
16193,,
16194,,
16195,,
16196,,
16197,,
16198,,
16199,,
162,-0.5463820460929971,0.7299116601348355
1620,-0.13783769256128017,1.2862051183699248
16200,,
16201,,
16202,,
16203,,
16204,,
16205,,
16206,,
16207,,
16208,,
16209,,
1621,-2.7304233439374324,0.764259243418146
16210,,
16211,,
16212,,
16213,,
16214,,
16215,,
16216,,
16217,,
16218,,
16219,,
1622,-0.48625202983636767,-0.20619788236026249
16220,,
16221,,
16222,,
16223,,
16224,,
16225,,
16226,,
16227,,
16228,,
16229,,
1623,1.4167868979848248,0.9763993762073537
16230,,
16231,,
16232,,
16233,,
16234,,
16235,,
16236,,
16237,,
16238,,
16239,,
1624,0.2669658263819456,0.7552101468354394
16240,,
16241,,
16242,,
16243,,
16244,,
16245,,
16246,,
16247,,
16248,,
16249,,
1625,0.9913928383390985,0.3379116254005208
16250,,
16251,,
16252,,
16253,,
16254,,
16255,,
16256,,
16257,,
16258,,
16259,,
1626,1.1075620903949548,1.3773775603789347
16260,,
16261,,
16262,,
16263,,
16264,,
16265,,
16266,,
16267,,
16268,,
16269,,
1627,1.3893812575322657,2.370567473637703
16270,,
16271,,
16272,,
16273,,
16274,,
16275,,
16276,,
16277,,
16278,,
16279,,
1628,0.9445873320830166,0.21618922062998402
16280,,
16281,,
16282,,
16283,,
16284,,
16285,,
16286,,
16287,,
16288,,
16289,,
1629,1.0921122294280672,-0.6802731815872677
16290,,
16291,,
16292,,
16293,,
16294,,
16295,,
16296,,
16297,,
16298,,
16299,,
163,-1.223381530710612,0.5585651911680096
1630,0.2719446190565366,-0.8596808448085459
16300,,
16301,,
16302,,
16303,,
16304,,
16305,,
16306,,
16307,,
16308,,
16309,,
1631,0.6088804015940508,0.31545532479290245
16310,,
16311,,
16312,,
16313,,
16314,,
16315,,
16316,,
16317,,
16318,,
16319,,
1632,-0.09698022898403601,1.0150929197155039
16320,,
16321,,
16322,,
16323,,
16324,,
16325,,
16326,,
16327,,
16328,,
16329,,
1633,1.521419257854459,0.7412678659082903
16330,,
16331,,
16332,,
16333,,
16334,,
16335,,
16336,,
16337,,
16338,,
16339,,
1634,1.3695504485804708,-0.6584067450961539
16340,,
16341,,
16342,,
16343,,
16344,,
16345,,
16346,,
16347,,
16348,,
16349,,
1635,-0.4328577789270605,1.1738979275458397
16350,,
16351,,
16352,,
16353,,
16354,,
16355,,
16356,,
16357,,
16358,,
16359,,
1636,1.3662163092684343,0.2956456049017557
16360,,
16361,,
16362,,
16363,,
16364,,
16365,,
16366,,
16367,,
16368,,
16369,,
1637,-0.1526945340317864,-0.024453668276811426
16370,,
16371,,
16372,,
16373,,
16374,,
16375,,
16376,,
16377,,
16378,,
16379,,
1638,-0.6033278583913622,-1.3041681818496829
16380,,
16381,,
16382,,
16383,,
16384,,
16385,,
16386,,
16387,,
16388,,
16389,,
1639,-0.4554044744171579,1.1935195154950156
16390,,
16391,,
16392,,
16393,,
16394,,
16395,,
16396,,
16397,,
16398,,
16399,,
164,0.6458847228491658,-0.54840244700431
1640,-0.9478656511684204,0.2821646198903977
16400,,
16401,,
16402,,
16403,,
16404,,
16405,,
16406,,
16407,,
16408,,
16409,,
1641,1.501162603733909,-1.1784821536287369
16410,,
16411,,
16412,,
16413,,
16414,,
16415,,
16416,,
16417,,
16418,,
16419,,
1642,-0.4815109896526793,-0.8239724082208951
16420,,
16421,,
16422,,
16423,,
16424,,
16425,,
16426,,
16427,,
16428,,
16429,,
1643,0.19455380903084807,1.866084462638517
16430,,
16431,,
16432,,
16433,,
16434,,
16435,,
16436,,
16437,,
16438,,
16439,,
1644,0.9635538218083773,1.1628346303645387
16440,,
16441,,
16442,,
16443,,
16444,,
16445,,
16446,,
16447,,
16448,,
16449,,
1645,-0.9096113475507481,1.9382565932962246
16450,,
16451,,
16452,,
16453,,
16454,,
16455,,
16456,,
16457,,
16458,,
16459,,
1646,0.34150201515464007,-0.6242805980978452
16460,,
16461,,
16462,,
16463,,
16464,,
16465,,
16466,,
16467,,
16468,,
16469,,
1647,-0.93372463705678,-0.11434574084930375
16470,,
16471,,
16472,,
16473,,
16474,,
16475,,
16476,,
16477,,
16478,,
16479,,
1648,-0.313645167089941,0.6414870714194864
16480,,
16481,,
16482,,
16483,,
16484,,
16485,,
16486,,
16487,,
16488,,
16489,,
1649,0.6076927535664488,0.2233781369073398
16490,,
16491,,
16492,,
16493,,
16494,,
16495,,
16496,,
16497,,
16498,,
16499,,
165,-0.9759848153859573,-0.16496916157285918
1650,-0.04767763889206462,0.16578663833062102
16500,,
16501,,
16502,,
16503,,
16504,,
16505,,
16506,,
16507,,
16508,,
16509,,
1651,0.034997748323156254,-1.3845879052640733
16510,,
16511,,
16512,,
16513,,
16514,,
16515,,
16516,,
16517,,
16518,,
16519,,
1652,0.4913242599755128,0.7663212392621586
16520,,
16521,,
16522,,
16523,,
16524,,
16525,,
16526,,
16527,,
16528,,
16529,,
1653,-0.07099459630756584,-0.5270104997133205
16530,,
16531,,
16532,,
16533,,
16534,,
16535,,
16536,,
16537,,
16538,,
16539,,
1654,0.8317227599984414,1.0982650566013457
16540,,
16541,,
16542,,
16543,,
16544,,
16545,,
16546,,
16547,,
16548,,
16549,,
1655,1.0001528482743074,-0.40784199390488957
16550,,
16551,,
16552,,
16553,,
16554,,
16555,,
16556,,
16557,,
16558,,
16559,,
1656,-0.8807734598526676,0.09265679479686174
16560,,
16561,,
16562,,
16563,,
16564,,
16565,,
16566,,
16567,,
16568,,
16569,,
1657,1.6503550628708221,0.2732783803187997
16570,,
16571,,
16572,,
16573,,
16574,,
16575,,
16576,,
16577,,
16578,,
16579,,
1658,-0.2804954027921471,-0.37736268857711147
16580,,
16581,,
16582,,
16583,,
16584,,
16585,,
16586,,
16587,,
16588,,
16589,,
1659,1.7793939811425223,1.4172015933011388
16590,,
16591,,
16592,,
16593,,
16594,,
16595,,
16596,,
16597,,
16598,,
16599,,
166,0.24281904282472289,-0.6176013636476854
1660,-0.5213459100739162,1.8499182379645265
16600,,
16601,,
16602,,
16603,,
16604,,
16605,,
16606,,
16607,,
16608,,
16609,,
1661,0.6801321604975245,-1.4023989276290452
16610,,
16611,,
16612,,
16613,,
16614,,
16615,,
16616,,
16617,,
16618,,
16619,,
1662,1.000478514363401,0.21815923681188423
16620,,
16621,,
16622,,
16623,,
16624,,
16625,,
16626,,
16627,,
16628,,
16629,,
1663,-0.31917024016062256,0.6609832835346292
16630,,
16631,,
16632,,
16633,,
16634,,
16635,,
16636,,
16637,,
16638,,
16639,,
1664,0.5086141305709051,-0.0774146770436635
16640,,
16641,,
16642,,
16643,,
16644,,
16645,,
16646,,
16647,,
16648,,
16649,,
1665,0.9760876918450013,-0.8142424872211859
16650,,
16651,,
16652,,
16653,,
16654,,
16655,,
16656,,
16657,,
16658,,
16659,,
1666,-0.12828543061030778,-0.5765239353571198
16660,,
16661,,
16662,,
16663,,
16664,,
16665,,
16666,,
16667,,
16668,,
16669,,
1667,0.09519525507757667,-0.8114371134971508
16670,,
16671,,
16672,,
16673,,
16674,,
16675,,
16676,,
16677,,
16678,,
16679,,
1668,-0.4821029084481648,-4.035023246565193
16680,,
16681,,
16682,,
16683,,
16684,,
16685,,
16686,,
16687,,
16688,,
16689,,
1669,1.6016811498416454,-0.7181555568465854
16690,,
16691,,
16692,,
16693,,
16694,,
16695,,
16696,,
16697,,
16698,,
16699,,
167,-0.5215950467779165,1.1706469573332372
1670,-0.2283272202471242,-1.3565610371886627
16700,,
16701,,
16702,,
16703,,
16704,,
16705,,
16706,,
16707,,
16708,,
16709,,
1671,0.1680508250679601,1.5328367412506916
16710,,
16711,,
16712,,
16713,,
16714,,
16715,,
16716,,
16717,,
16718,,
16719,,
1672,-0.43394984000158493,0.7890314323979186
16720,,
16721,,
16722,,
16723,,
16724,,
16725,,
16726,,
16727,,
16728,,
16729,,
1673,0.6691524847291882,-0.3580928742855773
16730,,
16731,,
16732,,
16733,,
16734,,
16735,,
16736,,
16737,,
16738,,
16739,,
1674,1.4076144808132733,0.5495384767577719
16740,,
16741,,
16742,,
16743,,
16744,,
16745,,
16746,,
16747,,
16748,,
16749,,
1675,-0.1322735647084834,0.3607306060836069
16750,,
16751,,
16752,,
16753,,
16754,,
16755,,
16756,,
16757,,
16758,,
16759,,
1676,-0.41951174620827686,-1.6371140703412572
16760,,
16761,,
16762,,
16763,,
16764,,
16765,,
16766,,
16767,,
16768,,
16769,,
1677,-0.7405943458207067,1.108394387756178
16770,,
16771,,
16772,,
16773,,
16774,,
16775,,
16776,,
16777,,
16778,,
16779,,
1678,-0.5742426938519412,0.054934364045738836
16780,,
16781,,
16782,,
16783,,
16784,,
16785,,
16786,,
16787,,
16788,,
16789,,
1679,1.1583406560548797,1.5767171299295513
16790,,
16791,,
16792,,
16793,,
16794,,
16795,,
16796,,
16797,,
16798,,
16799,,
168,0.43783399347207996,0.4792455264219023
1680,0.17633258608751698,0.8614458774659228
16800,,
16801,,
16802,,
16803,,
16804,,
16805,,
16806,,
16807,,
16808,,
16809,,
1681,-1.136477894739425,0.18144948771534156
16810,,
16811,,
16812,,
16813,,
16814,,
16815,,
16816,,
16817,,
16818,,
16819,,
1682,-0.4363979191873663,0.23369243656575583
16820,,
16821,,
16822,,
16823,,
16824,,
16825,,
16826,,
16827,,
16828,,
16829,,
1683,-0.03376298815555187,-0.02015529118842733
16830,,
16831,,
16832,,
16833,,
16834,,
16835,,
16836,,
16837,,
16838,,
16839,,
1684,-1.8138499817390843,0.558243271926021
16840,,
16841,,
16842,,
16843,,
16844,,
16845,,
16846,,
16847,,
16848,,
16849,,
1685,-0.053034926274982304,1.03196611267911
16850,,
16851,,
16852,,
16853,,
16854,,
16855,,
16856,,
16857,,
16858,,
16859,,
1686,0.6880795526548423,0.2637423273461606
16860,,
16861,,
16862,,
16863,,
16864,,
16865,,
16866,,
16867,,
16868,,
16869,,
1687,0.22606795701163113,-0.29554872805319005
16870,,
16871,,
16872,,
16873,,
16874,,
16875,,
16876,,
16877,,
16878,,
16879,,
1688,0.11369186188380168,0.9111227628364503
16880,,
16881,,
16882,,
16883,,
16884,,
16885,,
16886,,
16887,,
16888,,
16889,,
1689,1.1114793253852726,0.9605644049602708
16890,,
16891,,
16892,,
16893,,
16894,,
16895,,
16896,,
16897,,
16898,,
16899,,
169,-1.9155069460571525,1.252351236322555
1690,0.34565135061464575,1.630074158279804
16900,,
16901,,
16902,,
16903,,
16904,,
16905,,
16906,,
16907,,
16908,,
16909,,
1691,0.656222001504017,-1.637163907583117
16910,,
16911,,
16912,,
16913,,
16914,,
16915,,
16916,,
16917,,
16918,,
16919,,
1692,1.9551005543262667,0.7055179511110949
16920,,
16921,,
16922,,
16923,,
16924,,
16925,,
16926,,
16927,,
16928,,
16929,,
1693,-1.7677121169136651,0.3989081543238989
16930,,
16931,,
16932,,
16933,,
16934,,
16935,,
16936,,
16937,,
16938,,
16939,,
1694,0.11770621787432665,0.3371033266561529
16940,,
16941,,
16942,,
16943,,
16944,,
16945,,
16946,,
16947,,
16948,,
16949,,
1695,2.3346741824262587,0.417274490532996
16950,,
16951,,
16952,,
16953,,
16954,,
16955,,
16956,,
16957,,
16958,,
16959,,
1696,-0.02293511871036739,-1.3247670965390237
16960,,
16961,,
16962,,
16963,,
16964,,
16965,,
16966,,
16967,,
16968,,
16969,,
1697,-0.6820102569791634,-0.1102628317113916
16970,,
16971,,
16972,,
16973,,
16974,,
16975,,
16976,,
16977,,
16978,,
16979,,
1698,-0.39873519996751366,-0.09989819485586961
16980,,
16981,,
16982,,
16983,,
16984,,
16985,,
16986,,
16987,,
16988,,
16989,,
1699,0.8159090710252574,-0.840813730269364
16990,,
16991,,
16992,,
16993,,
16994,,
16995,,
16996,,
16997,,
16998,,
16999,,
17,0.5367531679019653,0.022874386895753815
170,0.33326756137881375,-1.1151586788327181
1700,-0.6934507012188075,0.26953904007254226
17000,,
17001,,
17002,,
17003,,
17004,,
17005,,
17006,,
17007,,
17008,,
17009,,
1701,0.8483353724492673,-0.6198077832833587
17010,,
17011,,
17012,,
17013,,
17014,,
17015,,
17016,,
17017,,
17018,,
17019,,
1702,-0.1815094248283081,1.7272206778163528
17020,,
17021,,
17022,,
17023,,
17024,,
17025,,
17026,,
17027,,
17028,,
17029,,
1703,-0.9748035363078076,1.0259692592727976
17030,,
17031,,
17032,,
17033,,
17034,,
17035,,
17036,,
17037,,
17038,,
17039,,
1704,-0.010246622260655428,0.19142562898082624
17040,,
17041,,
17042,,
17043,,
17044,,
17045,,
17046,,
17047,,
17048,,
17049,,
1705,-0.36472839953093344,-1.4869766739043646
17050,,
17051,,
17052,,
17053,,
17054,,
17055,,
17056,,
17057,,
17058,,
17059,,
1706,-0.8139210984574938,1.9139560212857094
17060,,
17061,,
17062,,
17063,,
17064,,
17065,,
17066,,
17067,,
17068,,
17069,,
1707,1.4943320442206365,0.32274703191708204
17070,,
17071,,
17072,,
17073,,
17074,,
17075,,
17076,,
17077,,
17078,,
17079,,
1708,-0.5823037171947723,-0.3628404158551045
17080,,
17081,,
17082,,
17083,,
17084,,
17085,,
17086,,
17087,,
17088,,
17089,,
1709,-0.18034903462811055,-0.9157437674804478
17090,,
17091,,
17092,,
17093,,
17094,,
17095,,
17096,,
17097,,
17098,,
17099,,
171,0.7998532637855996,0.4312700659028787
1710,0.9592586318372898,0.9823844047254768
17100,,
17101,,
17102,,
17103,,
17104,,
17105,,
17106,,
17107,,
17108,,
17109,,
1711,-0.3953124314185811,-0.45985342440115246
17110,,
17111,,
17112,,
17113,,
17114,,
17115,,
17116,,
17117,,
17118,,
17119,,
1712,0.65833811236681,0.26800726109506007
17120,,
17121,,
17122,,
17123,,
17124,,
17125,,
17126,,
17127,,
17128,,
17129,,
1713,-0.21727317385053424,0.06078765756879712
17130,,
17131,,
17132,,
17133,,
17134,,
17135,,
17136,,
17137,,
17138,,
17139,,
1714,1.0756835808638914,0.33771526794337925
17140,,
17141,,
17142,,
17143,,
17144,,
17145,,
17146,,
17147,,
17148,,
17149,,
1715,0.8523140291479117,0.8654355840001908
17150,,
17151,,
17152,,
17153,,
17154,,
17155,,
17156,,
17157,,
17158,,
17159,,
1716,1.9119910451552289,0.6954607671870289
17160,,
17161,,
17162,,
17163,,
17164,,
17165,,
17166,,
17167,,
17168,,
17169,,
1717,-2.1007159824248975,0.49326282490222295
17170,,
17171,,
17172,,
17173,,
17174,,
17175,,
17176,,
17177,,
17178,,
17179,,
1718,0.5159366508340869,-0.7047623608883806
17180,,
17181,,
17182,,
17183,,
17184,,
17185,,
17186,,
17187,,
17188,,
17189,,
1719,0.7129181851231875,0.7512906251144728
17190,,
17191,,
17192,,
17193,,
17194,,
17195,,
17196,,
17197,,
17198,,
17199,,
172,-0.897850130357212,-0.692425960227973
1720,-0.38392465711640483,0.7062918239731011
17200,,
17201,,
17202,,
17203,,
17204,,
17205,,
17206,,
17207,,
17208,,
17209,,
1721,-0.3142330329254181,0.5025527165330071
17210,,
17211,,
17212,,
17213,,
17214,,
17215,,
17216,,
17217,,
17218,,
17219,,
1722,-0.9534102516289142,-0.06195128340799724
17220,,
17221,,
17222,,
17223,,
17224,,
17225,,
17226,,
17227,,
17228,,
17229,,
1723,-1.5074932439118276,0.5980328490670869
17230,,
17231,,
17232,,
17233,,
17234,,
17235,,
17236,,
17237,,
17238,,
17239,,
1724,1.3966059116090286,0.016186296572123882
17240,,
17241,,
17242,,
17243,,
17244,,
17245,,
17246,,
17247,,
17248,,
17249,,
1725,2.6094943976488083,-2.619166356455793
17250,,
17251,,
17252,,
17253,,
17254,,
17255,,
17256,,
17257,,
17258,,
17259,,
1726,-0.25096046350511036,-0.8117033122280378
17260,,
17261,,
17262,,
17263,,
17264,,
17265,,
17266,,
17267,,
17268,,
17269,,
1727,-0.39174474411008625,-0.7597961510735414
17270,,
17271,,
17272,,
17273,,
17274,,
17275,,
17276,,
17277,,
17278,,
17279,,
1728,0.0496773023720689,-1.6248960840988944
17280,,
17281,,
17282,,
17283,,
17284,,
17285,,
17286,,
17287,,
17288,,
17289,,
1729,-1.606278746669484,-0.08850694021388314
17290,,
17291,,
17292,,
17293,,
17294,,
17295,,
17296,,
17297,,
17298,,
17299,,
173,-0.6441532927092843,1.701657286482919
1730,-0.525226209053365,0.9399342902317281
17300,,
17301,,
17302,,
17303,,
17304,,
17305,,
17306,,
17307,,
17308,,
17309,,
1731,0.6017371246221505,0.22156481837972652
17310,,
17311,,
17312,,
17313,,
17314,,
17315,,
17316,,
17317,,
17318,,
17319,,
1732,-0.8202800710876903,-0.5767045129965346
17320,,
17321,,
17322,,
17323,,
17324,,
17325,,
17326,,
17327,,
17328,,
17329,,
1733,1.5034399199933652,0.30364467709681636
17330,,
17331,,
17332,,
17333,,
17334,,
17335,,
17336,,
17337,,
17338,,
17339,,
1734,-1.149455171594167,0.9810370798738872
17340,,
17341,,
17342,,
17343,,
17344,,
17345,,
17346,,
17347,,
17348,,
17349,,
1735,0.8007505473806885,0.5843598099540339
17350,,
17351,,
17352,,
17353,,
17354,,
17355,,
17356,,
17357,,
17358,,
17359,,
1736,1.4571953305430632,0.23296379598957906
17360,,
17361,,
17362,,
17363,,
17364,,
17365,,
17366,,
17367,,
17368,,
17369,,
1737,0.3852038726693587,0.9367063023311338
17370,,
17371,,
17372,,
17373,,
17374,,
17375,,
17376,,
17377,,
17378,,
17379,,
1738,-0.05389094902462687,-1.2893865840340963
17380,,
17381,,
17382,,
17383,,
17384,,
17385,,
17386,,
17387,,
17388,,
17389,,
1739,0.6321517258726739,1.0500395513506466
17390,,
17391,,
17392,,
17393,,
17394,,
17395,,
17396,,
17397,,
17398,,
17399,,
174,0.6876699404162471,0.8801493283175106
1740,-0.5396839125135664,0.19421849128109092
17400,,
17401,,
17402,,
17403,,
17404,,
17405,,
17406,,
17407,,
17408,,
17409,,
1741,-1.4712864410497815,0.3919505145568982
17410,,
17411,,
17412,,
17413,,
17414,,
17415,,
17416,,
17417,,
17418,,
17419,,
1742,-0.4189660007896647,0.4567475636577021
17420,,
17421,,
17422,,
17423,,
17424,,
17425,,
17426,,
17427,,
17428,,
17429,,
1743,0.16372649658373778,-1.3688199989104324
17430,,
17431,,
17432,,
17433,,
17434,,
17435,,
17436,,
17437,,
17438,,
17439,,
1744,-0.830895697520558,0.9871526365957092
17440,,
17441,,
17442,,
17443,,
17444,,
17445,,
17446,,
17447,,
17448,,
17449,,
1745,-0.5329740072580574,1.3533425428535624
17450,,
17451,,
17452,,
17453,,
17454,,
17455,,
17456,,
17457,,
17458,,
17459,,
1746,0.5489643448997177,0.9416982411940544
17460,,
17461,,
17462,,
17463,,
17464,,
17465,,
17466,,
17467,,
17468,,
17469,,
1747,0.8923024524328376,1.1822108443917838
17470,,
17471,,
17472,,
17473,,
17474,,
17475,,
17476,,
17477,,
17478,,
17479,,
1748,1.7366579757429168,0.43853279871114276
17480,,
17481,,
17482,,
17483,,
17484,,
17485,,
17486,,
17487,,
17488,,
17489,,
1749,0.30500865789059384,-0.07312356293346324
17490,,
17491,,
17492,,
17493,,
17494,,
17495,,
17496,,
17497,,
17498,,
17499,,
175,-0.8519958852042946,0.7179514166492531
1750,0.46534660649772824,-1.1270854641914767
17500,,
17501,,
17502,,
17503,,
17504,,
17505,,
17506,,
17507,,
17508,,
17509,,
1751,-0.20173344556297695,0.6527429276177079
17510,,
17511,,
17512,,
17513,,
17514,,
17515,,
17516,,
17517,,
17518,,
17519,,
1752,-1.2987807938417943,-0.25542110445578836
17520,,
17521,,
17522,,
17523,,
17524,,
17525,,
17526,,
17527,,
17528,,
17529,,
1753,-0.4574962760327223,-1.1118924077498078
17530,,
17531,,
17532,,
17533,,
17534,,
17535,,
17536,,
17537,,
17538,,
17539,,
1754,-0.917060771878075,0.10010401207904161
17540,,
17541,,
17542,,
17543,,
17544,,
17545,,
17546,,
17547,,
17548,,
17549,,
1755,-0.13850506794075487,-0.09124647918049715
17550,,
17551,,
17552,,
17553,,
17554,,
17555,,
17556,,
17557,,
17558,,
17559,,
1756,-0.681055886299288,0.939270991381971
17560,,
17561,,
17562,,
17563,,
17564,,
17565,,
17566,,
17567,,
17568,,
17569,,
1757,0.6737376656368916,-0.12831198541308528
17570,,
17571,,
17572,,
17573,,
17574,,
17575,,
17576,,
17577,,
17578,,
17579,,
1758,-0.1906584062106877,-0.7241809310991667
17580,,
17581,,
17582,,
17583,,
17584,,
17585,,
17586,,
17587,,
17588,,
17589,,
1759,-0.39464094709593156,0.40069370044760055
17590,,
17591,,
17592,,
17593,,
17594,,
17595,,
17596,,
17597,,
17598,,
17599,,
176,-0.2960999408880806,-0.5801682294879495
1760,0.13452576684072073,0.3519594559282573
17600,,
17601,,
17602,,
17603,,
17604,,
17605,,
17606,,
17607,,
17608,,
17609,,
1761,1.1509798870970878,-0.44371066689572514
17610,,
17611,,
17612,,
17613,,
17614,,
17615,,
17616,,
17617,,
17618,,
17619,,
1762,1.7098416606182145,-0.7307503056052024
17620,,
17621,,
17622,,
17623,,
17624,,
17625,,
17626,,
17627,,
17628,,
17629,,
1763,2.189711810435379,1.8292683854669847
17630,,
17631,,
17632,,
17633,,
17634,,
17635,,
17636,,
17637,,
17638,,
17639,,
1764,-0.8327570146794017,-0.24401844348598867
17640,,
17641,,
17642,,
17643,,
17644,,
17645,,
17646,,
17647,,
17648,,
17649,,
1765,-0.2609335179063427,-0.8627265476053295
17650,,
17651,,
17652,,
17653,,
17654,,
17655,,
17656,,
17657,,
17658,,
17659,,
1766,-1.020343175617546,1.905272678348358
17660,,
17661,,
17662,,
17663,,
17664,,
17665,,
17666,,
17667,,
17668,,
17669,,
1767,0.6569706616809737,-1.55084587668244
17670,,
17671,,
17672,,
17673,,
17674,,
17675,,
17676,,
17677,,
17678,,
17679,,
1768,0.29212621943936895,-0.16532840927518871
17680,,
17681,,
17682,,
17683,,
17684,,
17685,,
17686,,
17687,,
17688,,
17689,,
1769,-1.1345467147451909,-0.5375621252436642
17690,,
17691,,
17692,,
17693,,
17694,,
17695,,
17696,,
17697,,
17698,,
17699,,
177,1.9706710096998552,-0.4904747111452568
1770,-0.8126695315675608,1.093041557881342
17700,,
17701,,
17702,,
17703,,
17704,,
17705,,
17706,,
17707,,
17708,,
17709,,
1771,-0.8779920970428244,0.11736850338008294
17710,,
17711,,
17712,,
17713,,
17714,,
17715,,
17716,,
17717,,
17718,,
17719,,
1772,-2.3954195168095413,-2.4190589007489587
17720,,
17721,,
17722,,
17723,,
17724,,
17725,,
17726,,
17727,,
17728,,
17729,,
1773,-1.0251403641331118,-0.7564561426640467
17730,,
17731,,
17732,,
17733,,
17734,,
17735,,
17736,,
17737,,
17738,,
17739,,
1774,0.05983138570990734,0.5268682043478321
17740,,
17741,,
17742,,
17743,,
17744,,
17745,,
17746,,
17747,,
17748,,
17749,,
1775,0.9019206527992941,-0.25374312890115147
17750,,
17751,,
17752,,
17753,,
17754,,
17755,,
17756,,
17757,,
17758,,
17759,,
1776,1.1965416836522078,0.523080789945506
17760,,
17761,,
17762,,
17763,,
17764,,
17765,,
17766,,
17767,,
17768,,
17769,,
1777,0.6844132472629916,-0.30514869401310635
17770,,
17771,,
17772,,
17773,,
17774,,
17775,,
17776,,
17777,,
17778,,
